V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,std_amount,std_time
-4.71052878230567,8.63621438967976,-15.4962220036783,10.3133493732845,-4.35134098287048,-3.32268873543923,-10.7883728387388,5.06038112024979,-5.68931118776998,-11.7121866242875,11.1524905985837,-16.5581971409376,0.302644522406362,-17.4759212828566,-0.412393267331071,-10.222203169604,-13.7991476446987,-5.00858517858957,1.16202614780693,1.43423977941906,1.9905453513529,0.223785002572736,0.554408428563337,-1.20404159623154,-0.450684594730258,0.641836059375492,1.60595762479265,0.721643614506061,-0.3492313067728856,-1.6985712868334848
-0.573026578895127,0.583257387852924,0.717510566406465,-1.51238529498792,2.50177621153593,4.14153625638662,0.0020149484938324,0.968106152005148,0.195973159956005,-0.554848414966081,0.0899635844775743,-0.0864176680349341,-0.157363085882538,-0.022402044637668,1.76460227108136,-0.324386358788524,-0.523824086277717,0.117064057721801,0.587578286238649,0.304376874192069,-0.215609527931341,-0.392959322692514,-0.284038056137268,0.655744206177164,0.385353788586411,-0.650655675088216,0.211992353486241,-0.0855826490855414,-0.3492313067728856,1.4768793799209459
-1.12607491714685,1.56942169947971,0.899198168984057,0.466003972969159,0.432723744451079,0.428576354171813,0.538310610186446,0.311057829205879,-0.285886410750909,0.976336417087119,1.76737377424588,0.956768063987394,0.243404682864641,0.282211294159112,0.833541240118641,-0.805814297503248,0.0747242240556943,-0.402446263557186,-0.126244178180495,0.466787709729542,0.123478001849328,0.796245106974211,-0.101196394277673,-0.272879958706425,-0.207901761470652,-0.262515188280873,0.770963941280141,0.399448307431454,-0.3194855454899872,-1.4366949473300623
-4.19407367570647,4.38289736244467,-5.11836337307965,4.45522984017686,-4.81262068168969,-1.22464470658392,-7.28132786701771,3.33224979453268,-3.6796585127756,-7.52436833681058,2.95434436554049,-7.09982534281257,1.52036890797685,-7.68780276684597,-0.225002021021292,-8.52085016639749,-13.2772997431934,-5.25370461976771,3.62333181402755,0.579098497681141,1.55047296606276,0.614572855219804,0.0285207917962781,0.0137043244720008,-0.149512012856955,-0.131686656095248,0.473934221832509,0.47375748155095,-0.29541706660248074,-1.2397191287617917
-0.7430635635264,1.23964952099205,0.864513962231815,0.131088488477127,-0.438319050396465,-0.987888091560004,0.446721021415614,0.373577072907304,-0.49462310179711,-0.752427996979814,-0.457172980625207,-0.22137649078446,-0.360804289390385,-0.0007850334810548,0.917737552946854,0.539512267590997,0.203471885978627,-0.016555303436289,-0.0996896870209352,0.0531375479379809,-0.205524113275057,-0.748721728667372,0.136329489131592,0.308196566719102,-0.138568039250125,0.0752664720826162,0.103458939651188,0.0368921082045683,-0.18534975368336878,-0.35958214855231535
-11.3206331107815,7.1919501426236,-13.1790825454686,9.09955188204157,-10.094748875094,-2.44011507020033,-14.1843372950953,4.45250293397358,-6.24196000276902,-12.618162687238,6.05731930477932,-15.7176066468772,0.117817409556609,-8.65374335706751,-2.50255377627617,-11.2313644545234,-21.5851521412337,-9.09089206099764,1.17118873250237,-0.180934725269677,1.08223532776525,-0.350562500439559,0.483043945803059,0.661132920850802,-0.396521511995203,-0.413315388408682,-0.997547797965388,-0.235035882545031,-0.2015819836307569,-0.01915975353684991
-2.63059770314604,5.12575923008793,-6.09225454651378,5.52739306209755,1.60514485494011,-2.31988352953118,-3.20707570564086,-1.48258321071708,-5.07487063178104,-6.77833138248069,5.72525459149638,-6.94917182528041,-3.12779501198771,-11.090424813263,-0.800272569362332,-1.70750085360527,-1.68547301699574,0.274890838662414,-2.02888535240153,0.948863770149954,-0.527474204141788,0.220546094514546,-1.37110989476897,-0.504898994517705,0.382306792598482,0.395527722278956,0.782035950782542,0.62852786395406,-0.3492313067728856,-0.7739599717067338
-2.12548982597957,5.97355569173344,-11.0347272274446,9.00714687170235,-1.68945053397167,-2.85441528535313,-7.81044074525876,2.03086994595841,-5.90282812214984,-12.8409338181318,12.0189131816199,-17.7691434633638,-0.431035658230095,-19.2143254902614,-0.962464574748091,-10.2666091836641,-15.5033921000669,-5.49492764246329,-0.410480977392724,1.49377464554928,1.6465182926595,-0.278484510810644,-0.664841293974353,-1.16455536944202,1.70179641354046,0.69080561470369,2.11974873337031,1.10893340333617,-0.3492313067728856,-1.763261228531339
2.03499679478385,0.273057863689555,-3.84855215332571,-0.366533565560665,3.05967908788535,2.71960210480265,-0.286078880894397,0.714514352542588,0.369412890387647,-1.17978287048035,0.942825428223049,-0.277846435174938,-0.29470776832437,-2.31449688884284,1.50269703231425,0.704777742844784,1.68941878058212,1.1632395421901,-0.821972246118257,-0.0823713548299367,0.0939508412916247,0.349181354647592,-0.0068508076064952,0.48386521084632,0.291347838553407,-0.0794000842611583,0.0385712096173226,0.0010032241384877,-0.3492313067728856,0.8243785552302858
-2.78386548658584,1.59682357624614,-2.08484398883683,2.51298558446866,-1.44674856585353,-0.828495614406621,-0.732262192061793,-0.203328860039345,-0.347045718430565,-2.16206139007752,1.96612345703981,-3.12745594474482,0.506574101009247,-5.92613104122097,0.931090795564338,-2.49930719432672,-3.71275186652084,-1.1421334371849,0.626240855695279,-0.515000920121256,0.203563419764299,0.29326788153054,0.199568287904264,0.146867632313486,0.163601884592709,-0.624084665941504,-1.33309975919931,0.42863399433625,0.2704720532874975,1.377801848772377
